Date,Flow,Temperature,DO
1/21/2015,4990,4.5,11.7
1/22/2015,4760,5,11.9
1/23/2015,4310,5.5,11.9
1/24/2015,4090,5,11.9
1/25/2015,3930,5,11.45
1/26/2015,3870,4.5,11.4
1/27/2015,3830,5,11.6
1/28/2015,3740,4.8,11.7
1/29/2015,3660,4.4,11.8
1/30/2015,3580,4.2,11.8
1/31/2015,3380,4.1,11.8
2/1/2015,3290,4,11.85
2/2/2015,3290,4,11.7
2/3/2015,3250,4.2,12.3
2/4/2015,3270,4.1,12
2/5/2015,3200,3.7,12.1
2/6/2015,3170,3.7,12.1
2/7/2015,3150,3.6,12.1
2/8/2015,3090,3.2,12.275
2/9/2015,3040,3,12.2
2/10/2015,2970,3,12.5
2/11/2015,2890,3,12.5
2/12/2015,2820,3,12.5
2/13/2015,2780,2.8,12.8
2/14/2015,2780,2,12.8
2/15/2015,2800,2,12.8
2/16/2015,2800,2,12.8
2/17/2015,2840,2,12.8
2/18/2015,2820,2.5,12.8
2/19/2015,2820,2.8,12.8
2/20/2015,2780,2.8,13.1
2/21/2015,2760,3,13.025
2/22/2015,2770,3,12.575
2/23/2015,2750,4,12.5
2/24/2015,2710,4.2,12.8
2/25/2015,2710,4.2,12.9
2/26/2015,2720,5.1,12.7
2/27/2015,2770,5.2,12.5
2/28/2015,2980,5.1,12.55
3/1/2015,3230,6,11.6
3/2/2015,3420,6,11.6
3/3/2015,3450,6,11.6
3/4/2015,3440,6,11.8
3/5/2015,3320,6,12
3/6/2015,3300,6,12.3
3/7/2015,3360,6,12.225
3/8/2015,3480,6,12.55
3/9/2015,3590,6,12.6
3/10/2015,3520,6,12.4
3/11/2015,3380,6,12.4
3/12/2015,3180,6.4,12.9
3/13/2015,3060,6.4,12.4
3/14/2015,2940,6.8,12.525
3/15/2015,2920,6.5,12.1
3/16/2015,2960,6,12.1
3/17/2015,2910,7,12.1
3/18/2015,2880,7,12.2
3/19/2015,2760,7.2,13.2
3/20/2015,2710,7.3,13.2
3/21/2015,2690,7.3,13.2
3/22/2015,2680,8,13.4
3/23/2015,2660,8.3,13.4
3/24/2015,2730,8.3,13.4
3/25/2015,2720,9,13.4
3/26/2015,2700,9.1,12.7
3/27/2015,2680,9.2,12.9
3/28/2015,2680,9,12.85
3/29/2015,2710,9.1,12.125
3/30/2015,2740,10,12.1
3/31/2015,2770,10,12.2
4/1/2015,2760,10,12.1
4/2/2015,2690,10,11.8
4/3/2015,2830,10,11.9
4/4/2015,3230,10,11.875
4/5/2015,3590,10,11.4
4/6/2015,3800,9,11.6
4/7/2015,3880,9,10.8
4/8/2015,3900,9,11.1
4/9/2015,3800,8.2,11.2
4/10/2015,3660,8.8,11.2
4/11/2015,3530,9,11.2
4/12/2015,3310,10,11.2
4/13/2015,3160,10,11.5
4/14/2015,3130,11,11.8
4/15/2015,3200,11,12
4/16/2015,3280,12,11.8
4/17/2015,3290,12,11.6
4/18/2015,3330,12,11.65
4/19/2015,3360,12.2,11.225
4/20/2015,3360,12.2,11.2
4/21/2015,3360,12.3,11.3
4/22/2015,3400,13,11.6
4/23/2015,3430,13,11.5
4/24/2015,3320,14,12.3
4/25/2015,3190,14.3,12.1
4/26/2015,3060,14.4,11.875
4/27/2015,3000,14.4,11.9
4/28/2015,2960,15.2,11.8
4/29/2015,2910,15.2,11.4
4/30/2015,2880,15.2,11.4
5/1/2015,2890,15.8,11.4
5/2/2015,2960,16,11.4
5/3/2015,3010,16.3,10.7
5/4/2015,3060,16.4,10.7
5/5/2015,3050,16.5,10.7
5/6/2015,2970,16.5,10.5
5/7/2015,3050,16.7,10
5/8/2015,3290,17,10.5
5/9/2015,3530,17,10.375
5/10/2015,3740,17,9.475
5/11/2015,4010,17,9.5
5/12/2015,4160,17.1,9.4
5/13/2015,4180,17.1,9.6
5/14/2015,4120,17.5,9.2
5/15/2015,3990,17.5,9.1
5/16/2015,3790,17.7,9.125
5/17/2015,3590,17.8,8.7
5/18/2015,3650,18,8.7
5/19/2015,3810,18,8.7
5/20/2015,3710,18.2,8.5
5/21/2015,3640,18.4,8.7
5/22/2015,3560,18.2,8.5
5/23/2015,3610,18.2,8.55
5/24/2015,3840,18.3,8.2
5/25/2015,4300,18,8.2
5/26/2015,4720,18,8.2
5/27/2015,5080,18.2,8.2
5/28/2015,5330,16,8.2
5/29/2015,5490,16,8.4
5/30/2015,5570,16,8.35
5/31/2015,5610,16,8.4
6/1/2015,5600,16,8.4
6/2/2015,5510,16.3,8.4
6/3/2015,5320,16.5,8.5
6/4/2015,5110,16.8,8.6
6/5/2015,4810,17.3,8.6
6/6/2015,4520,19.3,8.6
6/7/2015,4300,20.2,8.1
6/8/2015,4120,20.9,8.1
6/9/2015,4000,21.4,8.1
6/10/2015,3910,21.9,8.2
6/11/2015,3890,22.1,8.4
6/12/2015,3930,22.2,8.2
6/13/2015,3980,23,8.25
6/14/2015,4040,23,8.025
6/15/2015,4040,23.6,8.1
6/16/2015,3940,23.6,7.8
6/17/2015,3690,23,7.8
6/18/2015,3470,23,7.9
6/19/2015,3380,23.7,7.7
6/20/2015,3370,24.4,7.75
6/21/2015,3380,23.8,7.575
6/22/2015,3390,22.1,7.5
6/23/2015,3320,21.8,7.8
6/24/2015,3230,20.7,8.4
6/25/2015,3250,19.8,8.3
6/26/2015,3360,19.8,8.4
6/27/2015,3520,19,8.375
6/28/2015,3670,19.3,8.65
6/29/2015,3710,19.3,8.6
6/30/2015,3590,19.7,8.8
7/1/2015,3350,19,8.5
7/2/2015,3140,20,8.9
7/3/2015,3010,20,9
7/4/2015,2910,21.2,8.975
7/5/2015,2850,21.2,9.55
7/6/2015,2740,22.7,9.5
7/7/2015,2710,23,9.7
7/8/2015,2650,23,9.3
7/9/2015,2630,24.5,9.1
7/10/2015,2590,24.2,8.5
7/11/2015,2530,24.2,8.65
7/12/2015,2500,24.3,8.25
7/13/2015,2570,24.3,8.4
7/14/2015,2590,24.4,7.8
7/15/2015,2510,24.3,7.5
7/16/2015,2440,24.3,7.4
7/17/2015,2320,24.4,7.6
7/18/2015,2200,25,7.55
7/19/2015,2240,25,7.95
7/20/2015,2250,25,8
7/21/2015,2250,27.1,7.8
7/22/2015,2240,27.2,8
7/23/2015,2200,27.4,8.5
7/24/2015,2210,28,8.6
7/25/2015,2210,28,8.575
7/26/2015,2190,28.2,8.13
7/27/2015,2190,27.6,8
7/28/2015,2180,27,8.52
7/29/2015,2210,26.4,8.9
7/30/2015,2260,26,8
7/31/2015,2260,26,7.7
8/1/2015,2290,24.2,7.775
8/2/2015,2330,24,7.825
8/3/2015,2330,24.8,7.8
8/4/2015,2360,24.5,7.9
8/5/2015,2430,24.5,8.5
8/6/2015,2430,24.7,9.2
8/7/2015,2410,24.7,9.5
8/8/2015,2420,25,9.425
8/9/2015,2420,25.5,8.95
8/10/2015,2390,25.7,8.9
8/11/2015,2330,26.2,9.1
8/12/2015,2260,26.3,9.3
8/13/2015,2200,26.2,9.1
8/14/2015,2170,26.2,9.5
8/15/2015,2150,26.2,9.4
8/16/2015,2110,26.3,8.575
8/17/2015,2100,26.4,8.8
8/18/2015,2080,26,7.9
8/19/2015,2090,26,8.2
8/20/2015,2140,26,8.8
8/21/2015,2160,25,8
8/22/2015,2240,24.6,8.2
8/23/2015,2370,23.3,7.325
8/24/2015,2470,23,7.3
8/25/2015,2480,22.5,7.4
8/26/2015,2400,22.5,7.5
8/27/2015,2320,23,7.6
8/28/2015,2210,23,8.1
8/29/2015,2100,23,7.975
8/30/2015,2040,23,8.55
8/31/2015,2020,23,8.6
9/1/2015,2050,25,8.4
9/2/2015,2030,25,8.5
9/3/2015,2040,25,8.4
9/4/2015,2050,25,8.4
9/5/2015,2010,25,8.4
9/6/2015,1980,24.7,7.575
9/7/2015,1960,24.3,7.5
9/8/2015,2040,23,7.8
9/9/2015,2200,22.4,8.1
9/10/2015,2360,21,8.2
9/11/2015,2440,21,7.8
9/12/2015,2410,19.5,7.9
9/13/2015,2350,19.5,8.35
9/14/2015,2320,19,8.2
9/15/2015,2300,19.5,8.8
9/16/2015,2220,19.5,8.6
9/17/2015,2100,20,8.7
9/18/2015,2100,21,8.8
9/19/2015,2090,21,8.775
9/20/2015,2100,20,8.25
9/21/2015,2080,20,8.2
9/22/2015,2090,20,8.4
9/23/2015,2050,20.5,8.3
9/24/2015,2030,20.5,8.8
9/25/2015,1990,20,9.1
9/26/2015,1960,20,9.025
9/27/2015,2000,20.5,8.15
9/28/2015,2060,18,8.1
9/29/2015,2190,18,8.3
9/30/2015,2270,17.5,8.7
10/1/2015,2270,16.3,8.5
10/2/2015,2200,16,8.4
10/3/2015,2140,16,8.425
10/4/2015,2070,16,9.4
10/5/2015,2040,16.2,9.4
10/6/2015,2010,16.2,9.4
10/7/2015,1980,16,9.5
10/8/2015,1930,16,9.7
10/9/2015,1990,16,9.4
10/10/2015,1990,16,9.475
10/11/2015,2030,16,8.9
10/12/2015,2170,16,8.9
10/13/2015,2410,14,8.9
10/14/2015,2550,14,9
10/15/2015,2660,13.8,9.2
10/16/2015,2700,13.8,9.3
10/17/2015,2640,13.2,9.275
10/18/2015,2580,13,9.025
10/19/2015,2680,13,9
10/20/2015,2830,12.5,9.1
10/21/2015,3020,12.5,9.2
10/22/2015,3080,12,9.2
10/23/2015,3050,11.5,9.8
10/24/2015,3000,11.5,9.65
10/25/2015,3000,11,9.475
10/26/2015,2950,11,9.4
10/27/2015,2960,11,9.7
10/28/2015,2780,11,9.7
10/29/2015,2620,11,9.9
10/30/2015,2500,11,10
10/31/2015,2400,11,9.975
11/1/2015,2370,11,10.225
11/2/2015,2310,10.5,10.1
11/3/2015,2310,10.5,10.6
11/4/2015,2260,10,10.5
11/5/2015,2230,10,10.2
11/6/2015,2180,10,10.1
11/7/2015,2110,9.5,10.125
11/8/2015,2090,9.5,10.35
11/9/2015,2040,9.5,10.3
11/10/2015,2020,9.5,10.5
11/11/2015,2010,10,10.5
11/12/2015,2010,10,10.5
11/13/2015,1960,10,10.6
11/14/2015,1920,10.2,10.575
11/15/2015,1930,10.2,10.2
11/16/2015,1920,10.2,10.2
11/17/2015,1950,10.2,10.2
11/18/2015,1940,10.5,10.1
11/19/2015,1920,10.5,10.2
11/20/2015,1930,10.2,10.3
11/21/2015,1960,10.2,10.275
11/22/2015,2000,10,10.175
11/23/2015,1970,10,10.1
11/24/2015,1950,9,10.4
11/25/2015,1930,9,10.7
11/26/2015,2160,8.7,10.3
11/27/2015,2270,8.5,10.6
11/28/2015,2360,7.8,10.525
11/29/2015,2250,7.5,10.95
11/30/2015,2220,7,10.9
12/1/2015,2150,7,11.1
12/2/2015,2070,7,11.3
12/3/2015,2060,7,11.2
12/4/2015,2000,6.5,11.4
12/5/2015,2080,6.5,11.35
12/6/2015,2480,6.5,11.4
12/7/2015,2880,7,11.2
12/8/2015,2980,7,12
12/9/2015,2840,6.5,11.2
12/10/2015,2660,6.5,11.3
12/11/2015,2470,6.5,11.5
12/12/2015,2350,6.5,11.45
12/13/2015,2260,6.5,11.225
12/14/2015,2160,6,11.1
12/15/2015,2150,6,11.6
12/16/2015,2120,6,11.8
12/17/2015,2160,5.3,11.7
12/18/2015,2080,5.3,11.8
12/19/2015,2010,5.3,11.775
12/20/2015,1990,5.2,11.675
12/21/2015,1980,5.3,11.6
12/22/2015,1960,5,11.9
12/23/2015,2000,5,12
12/24/2015,2030,5,12
12/25/2015,2040,5.5,11.9
12/26/2015,2020,5.5,11.925
12/27/2015,1980,5.5,11.625
12/28/2015,1990,5.5,11.6
12/29/2015,1960,5.3,11.7
12/30/2015,1940,5,11.7
12/31/2015,1920,5,12
1/1/2016,1630,3,12
1/2/2016,1620,3,12
1/3/2016,1610,3,12.5
1/4/2016,1640,3,12.5
1/5/2016,1560,3,12.5
1/6/2016,1510,3,12.4
1/7/2016,1490,3,12.4
1/8/2016,1500,2,12.8
1/9/2016,1510,2,12.7
1/10/2016,1530,2,12.75
1/11/2016,1580,2,12.7
1/12/2016,1640,3,12.9
1/13/2016,1670,3,12.7
1/14/2016,1720,3,12.7
1/15/2016,1840,3.5,12.5
1/16/2016,2060,3.2,12.55
1/17/2016,2280,3.1,12.325
1/18/2016,2410,3.1,12.3
1/19/2016,2440,3,12.4
1/20/2016,2430,2.9,12.5
1/21/2016,2340,2.7,12.7
1/22/2016,2190,2.6,12.9
1/23/2016,2110,2.6,12.85
1/24/2016,2040,2,13.3
1/25/2016,1980,1.5,13.3
1/26/2016,1900,1.5,13.3
1/27/2016,1910,2,13.2
1/28/2016,1840,2,13.2
1/29/2016,1770,3,13.1
1/30/2016,1790,3,13.125
1/31/2016,1880,3,12.575
2/1/2016,2030,4,12.5
2/2/2016,2170,4,12.8
2/3/2016,2280,3,12.4
2/4/2016,2370,4,12.4
2/5/2016,2720,4,12.5
2/6/2016,3260,5,12.475
2/7/2016,3680,5,12.35
2/8/2016,3850,5,12.3
2/9/2016,3840,5,12.5
2/10/2016,3740,6,12.2
2/11/2016,3510,5,12.1
2/12/2016,3370,5,11.9
2/13/2016,3350,4.5,11.95
2/14/2016,3320,5,11.9
2/15/2016,3400,5,11.9
2/16/2016,3450,5,11.9
2/17/2016,3490,5,11.4
2/18/2016,3610,5,11.6
2/19/2016,3660,5.5,11.4
2/20/2016,3690,5.5,11.45
2/21/2016,3730,6,11.475
2/22/2016,3760,6,11.5
2/23/2016,3880,6,11.4
2/24/2016,3860,6,11.3
2/25/2016,3960,6.2,11.5
2/26/2016,4140,6,11.4
2/27/2016,4240,6,11.425
2/28/2016,4410,6,11.2
2/29/2016,4500,6,11.2
3/1/2016,4460,6.5,11.2
3/2/2016,4320,6.5,11.2
3/3/2016,4140,7,11.4
3/4/2016,4040,7,11.4
3/5/2016,3940,7,11.4
3/6/2016,3960,7,10.875
3/7/2016,4040,6.7,10.8
3/8/2016,4120,6.5,11.1
3/9/2016,4180,6.5,11
3/10/2016,4110,7,11.1
3/11/2016,4070,7,11.1
3/12/2016,4010,7,11.1
3/13/2016,3880,7,10.875
3/14/2016,3760,7.2,11.1
3/15/2016,3630,7.2,10.2
3/16/2016,3470,7.5,11.2
3/17/2016,3320,7.5,11.3
3/18/2016,3180,7.5,11.3
3/19/2016,3090,7.5,11.3
3/20/2016,3010,7.5,11.175
3/21/2016,2880,8,11.2
3/22/2016,2900,8,11.1
3/23/2016,2810,8,11.3
3/24/2016,2760,8,11.1
3/25/2016,2680,8,11.15
3/26/2016,2630,8,11.5
3/27/2016,2600,8,11.5
3/28/2016,2600,8.2,11.5
3/29/2016,2560,8.2,11.6
3/30/2016,2520,8.2,11.7
3/31/2016,2500,9.3,11.9
4/1/2016,2440,9.7,12.1
4/2/2016,2440,10.5,12.05
4/3/2016,2490,10.5,11.75
4/4/2016,2540,11.2,11.7
4/5/2016,2600,11.7,11.9
4/6/2016,2650,12.5,13.1
4/7/2016,2690,13,13
4/8/2016,2710,13,12.6
4/9/2016,2760,13,12.7
4/10/2016,2810,13.2,11.025
4/11/2016,2830,14,11
4/12/2016,2890,14,11.1
4/13/2016,2900,14,10.7
4/14/2016,2830,14,11.2
4/15/2016,2720,14,10.8
4/16/2016,2640,14.5,10.9
4/17/2016,2560,14.5,11.175
4/18/2016,2570,14.8,11.3
4/19/2016,2610,15,10.8
4/20/2016,2610,14.8,10.3
4/21/2016,2630,15,10.4
4/22/2016,2650,15,10.2
4/23/2016,2710,15,10.25
4/24/2016,2860,16,9.675
4/25/2016,2960,14.5,9.7
4/26/2016,2890,15,9.6
4/27/2016,2750,16,10
4/28/2016,2630,14.5,10.4
4/29/2016,2610,13.4,10.4
4/30/2016,2590,13.4,10.4
5/1/2016,2580,13,10.4
5/2/2016,2550,13,10.4
5/3/2016,2510,13,9.9
5/4/2016,2440,14,9.7
5/5/2016,2460,14,10.5
5/6/2016,2600,14,10.1
5/7/2016,2800,14,10.2
5/8/2016,3040,14,9.75
5/9/2016,3250,15,9.7
5/10/2016,3190,15,9.9
5/11/2016,3070,15,9.5
5/12/2016,2870,15,9.4
5/13/2016,2730,15,9.1
5/14/2016,2660,16,9.175
5/15/2016,2680,16,9.225
5/16/2016,2810,15.3,9.2
5/17/2016,3130,15,9.3
5/18/2016,3570,15,9.3
5/19/2016,3850,15.3,9.8
5/20/2016,3880,15.3,9
5/21/2016,3690,15.3,9.2
5/22/2016,3460,16,9.1
5/23/2016,3220,17,9.1
5/24/2016,3030,17,9.1
5/25/2016,2940,17,9.3
5/26/2016,2900,18,9
5/27/2016,2940,18.4,9.4
5/28/2016,3030,19,9.3
5/29/2016,3140,19.3,8.7
5/30/2016,3210,20,8.7
5/31/2016,3240,20,8.7
6/1/2016,3190,20,9.3
6/2/2016,3280,20,8.9
6/3/2016,3500,20,8.8
6/4/2016,3780,20,8.825
6/5/2016,4070,20.2,7.85
6/6/2016,4320,20,7.9
6/7/2016,4410,20,7.7
6/8/2016,4410,20.1,7.9
6/9/2016,4340,20.2,7.8
6/10/2016,4340,20.2,7.8
6/11/2016,4330,20.2,7.8
6/12/2016,4320,20,7.5
6/13/2016,4320,20,7.5
6/14/2016,4320,20,7.5
6/15/2016,4350,20,7.5
6/16/2016,4290,20,7.5
6/17/2016,4190,21,7.8
6/18/2016,4110,20,7.725
6/19/2016,4150,20,7.45
6/20/2016,4270,19.5,7.4
6/21/2016,4320,19,7.6
6/22/2016,4440,20,7.7
6/23/2016,4540,20.6,7.8
6/24/2016,4600,20.8,7.7
6/25/2016,4670,21,7.725
6/26/2016,4710,21,7.5
6/27/2016,4680,21,7.5
6/28/2016,4640,21,7.5
6/29/2016,4490,21.2,7.6
6/30/2016,4510,21.8,7.4
7/1/2016,4560,22,7.3
7/2/2016,4640,22,7.325
7/3/2016,4610,22,7.3
7/4/2016,4410,22,7.4
7/5/2016,4160,22,7
7/6/2016,3980,22,7.1
7/7/2016,3880,22.5,7.1
7/8/2016,3900,22.7,7.4
7/9/2016,3820,23,7.325
7/10/2016,3620,22.5,7.5
7/11/2016,3410,22.5,7.5
7/12/2016,3190,23,7.5
7/13/2016,2970,23.2,7.6
7/14/2016,2830,23,7.4
7/15/2016,2790,22,7.5
7/16/2016,3040,22,7.475
7/17/2016,3620,22,7.55
7/18/2016,4320,22,7.5
7/19/2016,4820,22,7.7
7/20/2016,5020,22,7.7
7/21/2016,5050,22,7.8
7/22/2016,4950,22,8
7/23/2016,4820,22,7.95
7/24/2016,4610,22,7.7
7/25/2016,4350,22,7.7
7/26/2016,4060,22,7.7
7/27/2016,3770,22.2,7.3
7/28/2016,3640,23,7.4
7/29/2016,3560,23,7.5
7/30/2016,3570,23.2,7.475
7/31/2016,3650,23.3,7.275
8/1/2016,3780,23.3,7.2
8/2/2016,3890,22,7.5
8/3/2016,3810,22.2,7.3
8/4/2016,3660,22.6,7.2
8/5/2016,3530,23.4,7.5
8/6/2016,3440,23.8,7.425
8/7/2016,3330,23.2,7.375
8/8/2016,3210,23,7.3
8/9/2016,3190,23.2,7.6
8/10/2016,3450,23.2,7.6
8/11/2016,3760,23,7.7
8/12/2016,3950,22,7.6
8/13/2016,4070,22,7.625
8/14/2016,4230,22.2,7.925
8/15/2016,4450,23,7.9
8/16/2016,4570,23,8
8/17/2016,4510,23,7.9
8/18/2016,4330,21.7,7.9
8/19/2016,4140,21.3,8.3
8/20/2016,3890,21,8.2
8/21/2016,3610,21,7.95
8/22/2016,3440,21,8
8/23/2016,3320,20.3,7.8
8/24/2016,3190,20.3,7.7
8/25/2016,3130,20.3,8
8/26/2016,3150,20.3,7.9
8/27/2016,3100,20,7.925
8/28/2016,3010,21,7.9
8/29/2016,2890,21,7.9
8/30/2016,2740,21,7.9
8/31/2016,2590,22,7.9
9/1/2016,2470,22,8
9/2/2016,2400,22,8.2
9/3/2016,2420,22,8.15
9/4/2016,2440,22,7.6
9/5/2016,2430,22,7.6
9/6/2016,2360,22,7.6
9/7/2016,2310,22,7.9
9/8/2016,2270,21,7.8
9/9/2016,2250,20,7.8
9/10/2016,2330,20,7.8
9/11/2016,2630,20,7.8
9/12/2016,2800,21,7.8
9/13/2016,2740,21,7.8
9/14/2016,2550,20,7.2
9/15/2016,2450,21.5,8.1
9/16/2016,2420,22,8
9/17/2016,2310,22.2,8.025
9/18/2016,2120,22.2,7.775
9/19/2016,1950,20,7.8
9/20/2016,1830,20,7.7
9/21/2016,1870,20,7.7
9/22/2016,2120,20,8
9/23/2016,2390,19,8
9/24/2016,2640,19,8
9/25/2016,2810,19,8.475
9/26/2016,2880,18,8.4
9/27/2016,2750,18,8.7
9/28/2016,2550,18,8.8
9/29/2016,2400,18,8.7
9/30/2016,2230,18,8.8
10/1/2016,2090,17.8,8.775
10/2/2016,2040,17.8,8.525
10/3/2016,2020,17.5,8.4
10/4/2016,2010,17.2,8.9
10/5/2016,1980,17,8.7
10/6/2016,1970,17,9.1
10/7/2016,1940,16,9
10/8/2016,1930,16,9.025
10/9/2016,2080,15,9.025
10/10/2016,2320,14,9
10/11/2016,2410,14,9.1
10/12/2016,2320,14,9.2
10/13/2016,2290,13,9.6
10/14/2016,2240,13,9.6
10/15/2016,2200,13,9.6
10/16/2016,2150,13,10
10/17/2016,2150,13,10
10/18/2016,2210,12.5,10
10/19/2016,2120,12.5,9.9
10/20/2016,2070,12,10.1
10/21/2016,2070,10,9.9
10/22/2016,2070,9,9.95
10/23/2016,2130,9,9.7
10/24/2016,2270,12,9.7
10/25/2016,2450,12,9.7
10/26/2016,2550,12,10.1
10/27/2016,2540,12,9.9
10/28/2016,2440,12,10.1
10/29/2016,2310,12,10.05
10/30/2016,2390,12,10.25
10/31/2016,2430,11.5,10.1
11/1/2016,2380,11.5,10.7
11/2/2016,2340,11.5,10.1
11/3/2016,2270,10.5,10.4
11/4/2016,2190,10,10.3
11/5/2016,2120,10,10.325
11/6/2016,2070,10,10.025
11/7/2016,2040,10,10
11/8/2016,2050,9,10.1
11/9/2016,2110,10,10.4
11/10/2016,2180,9.7,10.5
11/11/2016,2320,9.5,10.5
11/12/2016,2480,9.5,10.5
11/13/2016,2480,8.3,10.775
11/14/2016,2510,8,10.7
11/15/2016,2530,8,11
11/16/2016,2660,8,10.9
11/17/2016,2720,7,11.3
11/18/2016,2650,7,11.1
11/19/2016,2570,7,11.15
11/20/2016,2550,7,11.05
11/21/2016,2710,7,11
11/22/2016,2970,7,11.2
11/23/2016,3110,7,11.5
11/24/2016,3150,7,11.5
11/25/2016,3160,7,11.1
11/26/2016,3120,7,11.2
11/27/2016,3020,7,10.575
11/28/2016,2850,7,10.5
11/29/2016,2780,7,10.8
11/30/2016,2650,6.7,11.3
12/1/2016,2510,5.2,11.4
12/2/2016,2430,5,11.4
12/3/2016,2380,5,11.4
12/4/2016,2350,4.5,12.175
12/5/2016,2300,4,12.2
12/6/2016,2250,4,12.1
12/7/2016,2190,4,12.1
12/8/2016,2140,4.5,12.4
12/9/2016,2110,4.2,12.6
12/10/2016,2100,3.7,12.55
12/11/2016,2110,3.5,12.575
12/12/2016,2100,3.5,12.6
12/13/2016,2070,3.5,12.5
12/14/2016,1990,3,12.6
12/15/2016,1910,3,12.7
12/16/2016,1940,3,12.7
12/17/2016,2010,3.5,12.7
12/18/2016,2050,3.5,12.475
12/19/2016,2080,3,12.4
12/20/2016,2070,3,12.7
12/21/2016,2060,3,12.9
12/22/2016,2040,2.5,13
12/23/2016,2000,2.5,13.2
12/24/2016,1970,2.5,13.15
12/25/2016,1920,2.5,12.95
12/26/2016,1880,2.5,12.9
12/27/2016,1850,2.5,13.1
12/28/2016,1790,2.5,13
12/29/2016,1730,2.5,13.2
12/30/2016,1720,2.5,13.3
12/31/2016,1760,2.5,13.3
1/1/2017,2040,2.4,13.3
1/2/2017,2140,2.2,13.3
1/3/2017,2170,2.1,13.05
1/4/2017,2130,2,13
1/5/2017,2020,2,13.2
1/6/2017,1920,2,13.2
1/7/2017,1830,1,13.2
1/8/2017,1770,0.2,13.825
1/9/2017,1770,0,13.8
1/10/2017,2040,0,13.9
1/11/2017,2140,0,13.875
1/12/2017,2130,0,13.88125
1/13/2017,2170,0,13.9
1/14/2017,1810,0,13.9
1/15/2017,1520,0,13.9
1/16/2017,1460,0,13.4
1/17/2017,1610,0,13.6
1/18/2017,1610,0,14.4
1/19/2017,1650,0,13.8
1/20/2017,1850,0,13.8
1/21/2017,1970,0,13.8
1/22/2017,1900,0,13.8
1/23/2017,1960,0,13.8
1/24/2017,1880,0,13.8
1/25/2017,1770,0,13.8
1/26/2017,2010,0,13.8
1/27/2017,2350,0,13.8
1/28/2017,2730,0,14
1/29/2017,2980,0,14
1/30/2017,3090,0,14
1/31/2017,3240,0,14
2/1/2017,3320,0,14
2/2/2017,3200,0,14
2/3/2017,2960,0,14
2/4/2017,2380,0,14
2/5/2017,1850,0,13.3
2/6/2017,1860,0,13.4
2/7/2017,1850,0,13
2/8/2017,1740,0,13.2
2/9/2017,1750,0,13.1
2/10/2017,2080,0,13.3
2/11/2017,2360,0,13.3
2/12/2017,2460,0,13.3
2/13/2017,2420,0.3,14
2/14/2017,2280,2,13.7
2/15/2017,2170,2,13.7
2/16/2017,2060,2,13.95
2/17/2017,1950,2,14.2
2/18/2017,1880,2,14.1375
2/19/2017,1830,2.3,13.6
2/20/2017,1880,2.3,13.6
2/21/2017,1920,3,13.6
2/22/2017,1890,3,13.8
2/23/2017,1870,5,14.3
2/24/2017,1830,5,14.3
2/25/2017,1920,5,14.3
2/26/2017,3070,5,12.775
2/27/2017,3360,5,13
2/28/2017,3570,5.8,12.1
3/1/2017,3660,11,11.6
3/2/2017,3550,5.8,11.5
3/3/2017,3400,5.8,11.6
3/4/2017,3250,6,11.575
3/5/2017,3090,6,11.325
3/6/2017,3030,7,11.3
3/7/2017,3000,7.3,11.4
3/8/2017,3000,7.5,11.5
3/9/2017,2940,7.5,11.7
3/10/2017,2970,7.7,11.8
3/11/2017,2950,8,11.775
3/12/2017,2930,8,11.35
3/13/2017,2990,8,11.3
3/14/2017,3190,8,11.5
3/15/2017,3480,8.2,11.6
3/16/2017,3550,8.3,11.7
3/17/2017,3420,8,11.4
3/18/2017,3280,8.2,11.475
3/19/2017,3100,8.2,11.75
3/20/2017,2950,8.7,11.7
3/21/2017,2810,8.7,11.9
3/22/2017,2920,9,12.1
3/23/2017,3320,9.2,11.8
3/24/2017,3680,9.3,12
3/25/2017,3880,10,11.95
3/26/2017,3970,10,10.55
3/27/2017,3910,10,10.5
3/28/2017,3710,10,10.7
3/29/2017,3480,11,10.8
3/30/2017,3300,13.5,11.2
3/31/2017,3150,11.2,10.7
4/1/2017,3040,11.2,10.825
4/2/2017,2930,11.5,11.05
4/3/2017,2830,11.5,11
4/4/2017,2750,12,11.2
4/5/2017,2720,12,10.9
4/6/2017,2660,12.7,10.8
4/7/2017,2590,13.2,10.9
4/8/2017,2570,13,10.875
4/9/2017,2590,13.2,11.15
4/10/2017,2600,13.2,11
4/11/2017,2650,13.2,11.6
4/12/2017,2640,13.4,12.2
4/13/2017,2610,13.4,12.6
4/14/2017,2560,13.6,12.6
4/15/2017,2510,13.6,12.6
4/16/2017,2490,13.8,12.6
4/17/2017,2480,13.7,12.85
4/18/2017,2470,13.5,13.1
4/19/2017,2430,13.3,12.9
4/20/2017,2430,13,11.5
4/21/2017,2330,13,11.2
4/22/2017,2270,12.5,11.275
4/23/2017,2350,12,12.25
4/24/2017,2480,12,12
4/25/2017,2560,11,13
4/26/2017,2520,12,13.2
4/27/2017,2520,13,11.5
4/28/2017,2550,13.5,13
4/29/2017,2570,13.5,12.625
4/30/2017,2810,19.5,13.0125
5/1/2017,3090,13.8,13
5/2/2017,3490,13.5,13.05
5/3/2017,3820,14,13.1
5/4/2017,4020,14,12
5/5/2017,4160,14.5,10.6
5/6/2017,4020,14,10.95
5/7/2017,3990,14,8.525
