Date,Flow,Temperature,DO
7/12/2015,237,24.72763073,
7/13/2015,237,24.72763073,
7/14/2015,237,24.82763073,
7/15/2015,210,24.72763073,
7/16/2015,200,24.72763073,
7/17/2015,190,24.82763073,
7/18/2015,184,25.42763073,
7/19/2015,209,25.42763073,
7/20/2015,181,25.42763073,
7/21/2015,182,27.52763073,10.1
7/22/2015,181,27.62763073,
7/23/2015,209,27.82763073,
7/24/2015,182,28.42763073,
7/25/2015,209,28.42763073,
7/26/2015,208,28.62763073,
7/27/2015,190,28.02763073,
7/28/2015,170,27.42763073,
7/29/2015,182,26.82763073,
7/30/2015,210,26.42763073,
7/31/2015,210,26.42763073,
8/1/2015,210,24.62763073,
8/2/2015,208,24.42763073,
8/3/2015,165,25.22763073,
8/4/2015,175,24.92763073,
8/5/2015,180,24.92763073,
8/6/2015,175,25.12763073,
8/7/2015,159,25.12763073,
8/8/2015,163,25.42763073,
8/9/2015,168,25.92763073,
8/10/2015,155,26.12763073,
8/11/2015,155,26.62763073,
8/12/2015,150,26.72763073,
8/13/2015,145,26.62763073,
8/14/2015,140,26.62763073,
8/15/2015,150,26.62763073,
8/16/2015,143,26.72763073,
8/17/2015,142,26.82763073,7.2
8/18/2015,155,26.42763073,
8/19/2015,143,26.42763073,
8/20/2015,142,26.42763073,
8/21/2015,154,25.42763073,
8/22/2015,171,25.02763073,
8/23/2015,175,23.72763073,
8/24/2015,165,23.42763073,
8/25/2015,181,22.92763073,
8/26/2015,213,22.92763073,
8/27/2015,202,23.42763073,
8/28/2015,215,23.42763073,
8/29/2015,194,23.42763073,
8/30/2015,207,23.42763073,
8/31/2015,213,23.42763073,
9/1/2015,187,25.42763073,
9/2/2015,181,25.42763073,
9/3/2015,171,25.42763073,
9/4/2015,176,25.42763073,
9/5/2015,176,25.42763073,
9/6/2015,174,25.12763073,
9/7/2015,171,24.72763073,
9/8/2015,165,23.42763073,
9/9/2015,180,22.82763073,7.6
9/10/2015,170,21.42763073,
9/11/2015,171,21.42763073,
9/12/2015,176,19.92763073,
9/13/2015,171,19.92763073,
9/14/2015,166,19.42763073,
9/15/2015,171,19.92763073,
9/16/2015,161,19.92763073,
9/17/2015,166,20.42763073,
9/18/2015,176,21.42763073,
9/19/2015,174,21.42763073,
9/20/2015,175,20.42763073,
9/21/2015,180,20.42763073,
9/22/2015,170,20.42763073,
9/23/2015,173,20.92763073,
9/24/2015,170,20.92763073,
9/25/2015,170,20.42763073,
9/26/2015,175,20.42763073,
9/27/2015,180,20.92763073,
9/28/2015,185,18.42763073,
9/29/2015,180,18.42763073,
9/30/2015,201,17.92763073,
10/1/2015,195,16.72763073,
10/2/2015,195,16.42763073,
10/3/2015,205,16.42763073,
10/4/2015,227,16.42763073,
10/5/2015,235,16.62763073,
10/6/2015,235,16.62763073,
10/7/2015,245,16.42763073,
10/8/2015,240,16.42763073,
10/9/2015,240,16.42763073,
10/10/2015,225,16.42763073,
10/11/2015,220,16.42763073,
10/12/2015,215,16.42763073,
10/13/2015,230,14.42763073,
10/14/2015,260,14.42763073,
10/15/2015,275,14.22763073,
10/16/2015,250,14.22763073,
10/17/2015,285,13.62763073,
10/18/2015,305,13.42763073,
10/19/2015,320,13.42763073,
10/20/2015,295,12.92763073,
10/21/2015,310,12.92763073,
10/22/2015,310,12.42763073,8.7
10/23/2015,335,11.92763073,
10/24/2015,375,11.92763073,
10/25/2015,395,11.42763073,
10/26/2015,415,11.42763073,
10/27/2015,420,11.42763073,
10/28/2015,365,11.42763073,
10/29/2015,365,11.42763073,
10/30/2015,330,11.42763073,
10/31/2015,315,11.42763073,
11/1/2015,308,11.42763073,
11/2/2015,300,10.92763073,
11/3/2015,270,10.92763073,
11/4/2015,280,10.42763073,
11/5/2015,291,10.42763073,
11/6/2015,261,10.42763073,
11/7/2015,274,9.92763073,
11/8/2015,268,9.92763073,
11/9/2015,282,9.92763073,9.2
11/10/2015,271,9.92763073,
11/11/2015,265,10.42763073,
11/12/2015,290,10.42763073,
11/13/2015,310,10.42763073,
11/14/2015,295,10.62763073,
11/15/2015,297,10.62763073,
11/16/2015,320,10.62763073,
11/17/2015,319,10.62763073,
11/18/2015,304,10.92763073,
11/19/2015,304,10.92763073,
11/20/2015,300,10.62763073,
11/21/2015,305,10.62763073,
11/22/2015,310,10.42763073,
11/23/2015,350,10.42763073,
11/24/2015,490,9.42763073,
11/25/2015,917,9.42763073,
11/26/2015,1150,9.12763073,
11/27/2015,1250,8.92763073,
11/28/2015,1310,8.22763073,
11/29/2015,1220,7.92763073,
11/30/2015,1080,7.42763073,
12/1/2015,910,7.42763073,
12/2/2015,809,7.42763073,
12/3/2015,774,7.42763073,
12/4/2015,862,6.92763073,
12/5/2015,1010,6.92763073,
12/6/2015,1150,6.92763073,
12/7/2015,1190,7.42763073,
12/8/2015,1140,7.42763073,
12/9/2015,985,6.92763073,
12/10/2015,879,6.92763073,
12/11/2015,802,6.92763073,
12/12/2015,734,6.92763073,
12/13/2015,644,6.92763073,
12/14/2015,590,6.42763073,
12/15/2015,557,6.42763073,
12/16/2015,512,6.42763073,
12/17/2015,507,5.72763073,
12/18/2015,457,5.72763073,
12/19/2015,452,5.72763073,
12/20/2015,447,5.62763073,
12/21/2015,438,5.72763073,
12/22/2015,398,5.42763073,11.9
12/23/2015,388,5.42763073,
12/24/2015,388,5.42763073,
12/25/2015,373,5.92763073,
12/26/2015,378,5.92763073,
12/27/2015,378,5.92763073,
12/28/2015,377,5.92763073,
12/29/2015,357,5.72763073,
12/30/2015,367,5.42763073,
12/31/2015,362,5.42763073,
1/1/2016,350,4.4,
1/2/2016,340,3.4,
1/3/2016,345,3.4,
1/4/2016,341,3,
1/5/2016,330,2.8,
1/6/2016,250,3,
1/7/2016,250,2.8,
1/8/2016,220,2,
1/9/2016,220,2,
1/10/2016,330,2,
1/11/2016,391,1.8,13.5
1/12/2016,281,1.8,
1/13/2016,414,1.8,
1/14/2016,630,1.8,
1/15/2016,959,1.8,
1/16/2016,1210,2,
1/17/2016,1400,2,
1/18/2016,1540,2,
1/19/2016,1550,1.2,
1/20/2016,1480,1.2,
1/21/2016,1340,1,
1/22/2016,1100,1,
1/23/2016,926,1,
1/24/2016,752,1,
1/25/2016,622,1,
1/26/2016,561,1,
1/27/2016,506,1,
1/28/2016,497,1,
1/29/2016,487,1,
1/30/2016,477,0,
1/31/2016,487,1.4,
2/1/2016,497,1.4,
2/2/2016,515,1.6,
2/3/2016,593,1.6,
2/4/2016,774,1.6,13
2/5/2016,961,1.6,
2/6/2016,1060,1.6,
2/7/2016,1150,1.8,
2/8/2016,1240,2,
2/9/2016,1310,2,
2/10/2016,1340,2,
2/11/2016,1280,3,
2/12/2016,1190,3,
2/13/2016,1180,3.4,
2/14/2016,1220,4,
2/15/2016,1310,4,
2/16/2016,1380,4,
2/17/2016,1400,4.4,
2/18/2016,1420,4.4,
2/19/2016,1460,4.4,
2/20/2016,1480,5,
2/21/2016,1530,5,
2/22/2016,1560,5.4,
2/23/2016,1570,5.8,
2/24/2016,1580,5.8,
2/25/2016,1590,6,
2/26/2016,1590,6,
2/27/2016,1650,6.2,
2/28/2016,1750,6.2,
2/29/2016,1850,6.2,
3/1/2016,1880,6.2,
3/2/2016,1850,6.2,
3/3/2016,1840,6.2,
3/4/2016,1840,6.2,
3/5/2016,1830,6.2,
3/6/2016,1820,6.4,
3/7/2016,1820,6.4,10
3/8/2016,1810,6.4,
3/9/2016,1800,6.8,
3/10/2016,1760,6.8,
3/11/2016,1760,7,
3/12/2016,1750,7,
3/13/2016,1740,7.2,
3/14/2016,1730,7.4,
3/15/2016,1730,7.4,
3/16/2016,1720,7.8,
3/17/2016,1680,7.8,
3/18/2016,1650,8,
3/19/2016,1560,8,
3/20/2016,1430,8,
3/21/2016,1340,8.2,
3/22/2016,1260,8.2,
3/23/2016,1120,8.4,
3/24/2016,1000,8.4,
3/25/2016,920,8.4,
3/26/2016,844,8.4,
3/27/2016,795,8.4,
3/28/2016,795,8.4,
3/29/2016,781,8.4,
3/30/2016,759,8.4,
3/31/2016,738,8.6,
4/1/2016,709,9,
4/2/2016,679,9.4,
4/3/2016,655,10,
4/4/2016,655,10,11
4/5/2016,663,10.4,
4/6/2016,671,10.4,
4/7/2016,663,11,
4/8/2016,655,11.4,
4/9/2016,655,12.6,
4/10/2016,646,13,
4/11/2016,655,13,
4/12/2016,686,13.6,
4/13/2016,694,13.6,
4/14/2016,716,14,
4/15/2016,748,14.8,
4/16/2016,768,15,
4/17/2016,761,15.4,
4/18/2016,761,15.4,
4/19/2016,775,16,
4/20/2016,805,16,
4/21/2016,805,15.8,
4/22/2016,775,15.8,
4/23/2016,753,16,
4/24/2016,730,16,
4/25/2016,699,15.6,
4/26/2016,684,15.2,
4/27/2016,661,15,
4/28/2016,692,15,
4/29/2016,707,14.4,
4/30/2016,730,14.4,
5/1/2016,730,14,
5/2/2016,715,14,
5/3/2016,715,14,
5/4/2016,715,14,
5/5/2016,707,14.4,
5/6/2016,699,15,
5/7/2016,684,15.4,
5/8/2016,637,15.4,
5/9/2016,586,16,
5/10/2016,559,16.2,
5/11/2016,531,16.2,
5/12/2016,512,17,
5/13/2016,522,16.8,
5/14/2016,522,17,
5/15/2016,531,17.2,
5/16/2016,531,17.2,9.6
5/17/2016,586,17,
5/18/2016,788,16.8,
5/19/2016,913,16.8,
5/20/2016,1050,17,
5/21/2016,1070,17,
5/22/2016,1040,17,
5/23/2016,1020,17,
5/24/2016,972,17.6,
5/25/2016,893,17.6,
5/26/2016,823,18,
5/27/2016,759,18.4,
5/28/2016,709,18.4,
5/29/2016,694,18.4,
5/30/2016,666,19.6,
5/31/2016,629,20,
6/1/2016,586,21,
6/2/2016,577,21,
6/3/2016,577,21.4,
6/4/2016,568,21.4,
6/5/2016,586,21.6,
6/6/2016,595,21.6,
6/7/2016,669,22,
6/8/2016,790,22,
6/9/2016,833,22,7.6
6/10/2016,812,22,
6/11/2016,738,22.2,
6/12/2016,676,22.2,
6/13/2016,637,22.2,
6/14/2016,637,22.2,
6/15/2016,715,22,
6/16/2016,819,22,
6/17/2016,930,22.4,
6/18/2016,996,22.4,
6/19/2016,1040,22.4,
6/20/2016,1040,22,
6/21/2016,1040,22,
6/22/2016,1040,22.4,
6/23/2016,1090,22.6,
6/24/2016,1120,23,
6/25/2016,1170,24,
6/26/2016,1150,25,
6/27/2016,1090,25,
6/28/2016,1000,25,
6/29/2016,903,25,
6/30/2016,805,25,
7/1/2016,715,25,
7/2/2016,723,25.6,
7/3/2016,745,25.6,
7/4/2016,723,26,
7/5/2016,676,25.8,
7/6/2016,637,25.8,
7/7/2016,568,25.6,
7/8/2016,541,25.6,
7/9/2016,512,25.4,
7/10/2016,482,25.6,
7/11/2016,450,25.6,6.4
7/12/2016,408,25.8,
7/13/2016,398,25.8,
7/14/2016,380,25.8,
7/15/2016,380,25.6,
7/16/2016,386,25.2,
7/17/2016,410,24.6,
7/18/2016,434,24,
7/19/2016,518,24,
7/20/2016,609,23.8,
7/21/2016,667,24,
7/22/2016,667,24,
7/23/2016,651,24,
7/24/2016,609,24.4,
7/25/2016,528,24.6,
7/26/2016,488,24.6,
7/27/2016,456,25,6.8
7/28/2016,420,25,
7/29/2016,405,25.4,
7/30/2016,398,25.8,
7/31/2016,390,26,
8/1/2016,386,26,
8/2/2016,386,26,
8/3/2016,386,26,
8/4/2016,386,26,
8/5/2016,422,26.2,
8/6/2016,460,26.2,
8/7/2016,418,26,
8/8/2016,380,26,
8/9/2016,353,26,
8/10/2016,353,26,
8/11/2016,353,25.8,
8/12/2016,338,25,
8/13/2016,323,25,
8/14/2016,338,24.6,
8/15/2016,338,24.2,
8/16/2016,307,24.2,
8/17/2016,323,24.2,
8/18/2016,307,24.2,
8/19/2016,323,24.2,
8/20/2016,323,24.2,
8/21/2016,338,24.4,
8/22/2016,338,24,
8/23/2016,353,24,
8/24/2016,338,24,
8/25/2016,353,23.8,
8/26/2016,353,23.8,
8/27/2016,367,23.8,
8/28/2016,353,23.8,
8/29/2016,323,23.8,
8/30/2016,307,24,
8/31/2016,338,24.2,
9/1/2016,327,24.2,
9/2/2016,311,24.4,
9/3/2016,293,24.4,
9/4/2016,293,24.2,
9/5/2016,274,24,
9/6/2016,274,23.4,
9/7/2016,274,23.2,
9/8/2016,274,23,
9/9/2016,272,23,
9/10/2016,262,23,
9/11/2016,253,23,
9/12/2016,253,23,
9/13/2016,250,23,7
9/14/2016,248,23,
9/15/2016,245,23,
9/16/2016,244,23.2,
9/17/2016,258,23.4,
9/18/2016,258,23.4,
9/19/2016,258,23.2,
9/20/2016,249,23,
9/21/2016,236,22.8,
9/22/2016,250,22.6,
9/23/2016,258,22.6,
9/24/2016,249,21,
9/25/2016,236,20.6,
9/26/2016,249,20.6,
9/27/2016,245,20,
9/28/2016,242,19.2,
9/29/2016,245,19.2,
9/30/2016,248,19,
10/1/2016,229,19,
10/2/2016,229,18.8,
10/3/2016,220,18.8,
10/4/2016,210,18.6,
10/5/2016,245,18.6,
10/6/2016,255,18,
10/7/2016,240,17.6,
10/8/2016,280,16,
10/9/2016,320,15,
10/10/2016,379,15,
10/11/2016,403,15,
10/12/2016,390,14.8,
10/13/2016,380,14.8,
10/14/2016,356,13.8,
10/15/2016,335,13.6,
10/16/2016,353,13.4,
10/17/2016,366,13.4,
10/18/2016,353,13,
10/19/2016,363,13,
10/20/2016,353,13,
10/21/2016,403,12.6,
10/22/2016,403,12.2,
10/23/2016,447,12.2,
10/24/2016,447,12.2,
10/25/2016,477,12.2,9.9
10/26/2016,487,12.2,
10/27/2016,506,12,
10/28/2016,497,12,
10/29/2016,497,11.6,
10/30/2016,487,11.4,
10/31/2016,506,11.2,
11/1/2016,487,10.8,
11/2/2016,467,10.6,
11/3/2016,447,10.4,
11/4/2016,457,10.2,
11/5/2016,467,10,
11/6/2016,497,9.6,
11/7/2016,487,9.6,
11/8/2016,477,9.4,
11/9/2016,543,9.4,
11/10/2016,694,9,
11/11/2016,913,8.8,
11/12/2016,1100,8.8,
11/13/2016,1150,8.2,
11/14/2016,1150,8.2,
11/15/2016,1160,8,
11/16/2016,1190,8,
11/17/2016,1210,7.6,
11/18/2016,1220,7.4,
11/19/2016,1190,7.2,
11/20/2016,1120,7.2,
11/21/2016,1030,7.2,
11/22/2016,942,7,
11/23/2016,895,7,
11/24/2016,862,7,
11/25/2016,834,6,
11/26/2016,781,6,
11/27/2016,731,5.6,
11/28/2016,678,5.6,11.1
11/29/2016,630,5.2,
11/30/2016,581,4.8,
12/1/2016,565,4.8,
12/2/2016,565,4.8,
12/3/2016,548,4.4,
12/4/2016,530,4,
12/5/2016,539,4,
12/6/2016,530,4,
12/7/2016,521,3.8,
12/8/2016,521,3.2,
12/9/2016,521,2.8,
12/10/2016,492,2.8,
12/11/2016,483,2.4,
12/12/2016,462,2.4,
12/13/2016,431,2.2,
12/14/2016,431,2,
12/15/2016,442,2,
12/16/2016,465,2,
12/17/2016,543,2,
12/18/2016,543,2,
12/19/2016,525,1.6,13.1
12/20/2016,497,1.6,
12/21/2016,467,1.2,
12/22/2016,467,0.8,
12/23/2016,467,0.8,
12/24/2016,467,0.8,
12/25/2016,467,0.8,
12/26/2016,457,0.8,
12/27/2016,447,0.6,
12/28/2016,379,0.6,
12/29/2016,366,0.6,
12/30/2016,366,0.6,
12/31/2016,366,0.4,
1/1/2017,353,0.4,
1/2/2017,353,0.4,
1/3/2017,353,0.4,
1/4/2017,368,0.4,
1/5/2017,357,0,
1/6/2017,330,0,
1/7/2017,330,0,
1/8/2017,330,0,
1/9/2017,330,0,
1/10/2017,330,0,
1/11/2017,330,0,
1/12/2017,330,0,
1/13/2017,330,0,
1/14/2017,330,0,
1/15/2017,344,0,
1/16/2017,380,0,
1/17/2017,405,0,
1/18/2017,420,0,
1/19/2017,405,0,
1/20/2017,390,0,
1/21/2017,370,0,
1/22/2017,370,0,
1/23/2017,370,0,
1/24/2017,370,0,
1/25/2017,370,0,
1/26/2017,370,0,
1/27/2017,370,0,
1/28/2017,370,0,
1/29/2017,370,0,
1/30/2017,370,0,
1/31/2017,370,0,
2/1/2017,370,0,
2/2/2017,370,0,
2/3/2017,357,0,
2/4/2017,357,0,
2/5/2017,370,0,
2/6/2017,428,0,
2/7/2017,617,0,
2/8/2017,838,0,
2/9/2017,1120,0,
2/10/2017,1410,0,
2/11/2017,1560,0,
2/12/2017,1610,0,
2/13/2017,1630,0,
2/14/2017,1580,0.4,
2/15/2017,1540,0.4,
2/16/2017,1490,0.4,
2/17/2017,1470,0.6,
2/18/2017,1480,0.6,
2/19/2017,1500,0.6,
2/20/2017,1430,0.4,11.4
2/21/2017,1300,0.4,
2/22/2017,1200,0.4,
2/23/2017,1100,0.6,
2/24/2017,970,0.6,
2/25/2017,46,0.8,
2/26/2017,1010,1.8,
2/27/2017,1180,1.8,
2/28/2017,1300,2.4,
3/1/2017,1380,2.8,
3/2/2017,1420,3.2,
3/3/2017,1420,4,
3/4/2017,1410,4,
3/5/2017,1430,5,
3/6/2017,1440,5,
3/7/2017,1470,5,
3/8/2017,1470,6,
3/9/2017,1470,6,
3/10/2017,1470,6,
3/11/2017,1450,6.4,
3/12/2017,1460,6.4,
3/13/2017,1470,6.6,
3/14/2017,1460,6.6,
3/15/2017,1450,6.6,
3/16/2017,1410,6.6,
3/17/2017,1360,6.8,
3/18/2017,1270,7,
3/19/2017,1170,7.2,
3/20/2017,1080,7.2,
3/21/2017,1060,7.6,10.5
3/22/2017,1080,7.6,
3/23/2017,1110,7.8,
3/24/2017,1150,8.4,
3/25/2017,1140,9,
3/26/2017,1100,9,
3/27/2017,1060,9,
3/28/2017,1030,9.4,
3/29/2017,993,9.4,
3/30/2017,961,9.6,
3/31/2017,915,9.6,
4/1/2017,848,10.4,
4/2/2017,774,10.4,
4/3/2017,716,10.8,
4/4/2017,716,11,
4/5/2017,701,11.6,
4/6/2017,630,12,9.7
4/7/2017,598,12,
4/8/2017,630,12,
4/9/2017,654,12,
4/10/2017,686,12.4,
4/11/2017,701,12.8,
4/12/2017,701,12.8,
4/13/2017,686,13,
4/14/2017,670,13.4,
4/15/2017,646,13.4,
4/16/2017,630,13.4,
4/17/2017,622,13.4,
4/18/2017,620,13.4,
4/19/2017,637,13.2,
4/20/2017,637,13,
4/21/2017,637,11.6,
4/22/2017,661,11.6,
4/23/2017,645,11,
4/24/2017,637,11,
4/25/2017,661,11,
4/26/2017,645,11.4,
4/27/2017,637,11.4,
4/28/2017,645,11.4,
4/29/2017,645,12,
4/30/2017,629,12,
5/1/2017,629,12.4,
5/2/2017,637,12.6,
5/3/2017,669,13.6,
5/4/2017,676,14,
5/5/2017,676,14,
5/6/2017,692,14.4,
5/7/2017,768,14.8,
5/8/2017,848,15,
5/9/2017,924,15,10.9
5/10/2017,986,15,
5/11/2017,974,15,
5/12/2017,942,16,
5/13/2017,922,16,
5/14/2017,882,16.4,
5/15/2017,862,17,
5/16/2017,902,17,
5/17/2017,968,17.4,
5/18/2017,1010,17.4,
5/19/2017,1030,18,
5/20/2017,961,18,
5/21/2017,882,18,
5/22/2017,797,18.4,
5/23/2017,712,18.6,
5/24/2017,669,19,
5/25/2017,612,19,
5/26/2017,586,19,
5/27/2017,586,20,
5/28/2017,612,20.4,
5/29/2017,645,20.4,
5/30/2017,637,21,
5/31/2017,629,21.4,
6/1/2017,595,21.4,
6/2/2017,586,22,
6/3/2017,541,22,
6/4/2017,520,22,
6/5/2017,482,22,
6/6/2017,460,23,
6/7/2017,430,23,7.5
6/8/2017,417,23,
6/9/2017,417,23,
6/10/2017,450,23.4,
6/11/2017,522,23.4,
6/12/2017,577,24,
6/13/2017,629,24,
6/14/2017,676,24,
6/15/2017,637,24,
6/16/2017,577,24.4,
6/17/2017,492,24.6,
6/18/2017,450,23,
6/19/2017,450,23,
6/20/2017,417,23.4,
6/21/2017,417,23.4,
6/22/2017,439,23.6,
6/23/2017,420,23.6,
6/24/2017,434,23.6,
6/25/2017,386,24.4,
6/26/2017,347,24.4,
6/27/2017,347,25,
6/28/2017,370,25,
6/29/2017,410,25.4,
6/30/2017,434,25.4,
7/1/2017,386,25.4,
7/2/2017,373,25.6,
7/3/2017,380,25.6,
7/4/2017,386,25.6,
7/5/2017,398,25.4,
7/6/2017,400,25.6,
7/7/2017,390,25.6,
7/8/2017,370,25.6,
7/9/2017,340,26,
7/10/2017,320,26,
7/11/2017,310,26.2,
7/12/2017,335,26.4,
7/13/2017,325,26.6,
7/14/2017,320,26.4,
7/15/2017,300,26.2,
7/16/2017,295,25.8,
7/17/2017,300,26,
7/18/2017,280,26,
7/19/2017,256,26,
7/20/2017,236,26,
7/21/2017,220,26,
7/22/2017,220,26.2,
7/23/2017,220,26.2,
7/24/2017,220,26.6,
7/25/2017,220,26.6,
7/26/2017,220,26.4,
7/27/2017,215,26,
7/28/2017,230,26,
7/29/2017,236,26,
7/30/2017,291,25.4,
7/31/2017,307,25.4,
8/1/2017,274,25.4,7.5
8/2/2017,274,25.6,
8/3/2017,280,26,
8/4/2017,275,26.4,
8/5/2017,260,26.6,
8/6/2017,230,26.6,
8/7/2017,220,27,
8/8/2017,210,27.2,
8/9/2017,190,27.2,
8/10/2017,193,27.2,
8/11/2017,193,27.4,
8/12/2017,193,27.4,
8/13/2017,215,27.4,
8/14/2017,215,27,7.3
8/15/2017,193,27,
8/16/2017,190,26.8,
8/17/2017,193,26.8,
8/18/2017,193,27,
8/19/2017,180,27,
8/20/2017,167,26.6,
8/21/2017,167,26.6,
8/22/2017,167,26.2,
8/23/2017,170,25.6,
8/24/2017,193,25,
8/25/2017,215,25,
8/26/2017,193,25,
8/27/2017,167,25,
8/28/2017,180,24.8,
8/29/2017,167,24.8,
8/30/2017,167,24.8,
8/31/2017,167,24.6,
9/1/2017,167,24.6,
9/2/2017,167,24.4,
9/3/2017,167,24.4,
9/4/2017,180,24,
9/5/2017,180,24,
9/6/2017,198,24,
9/7/2017,195,23.4,
9/8/2017,193,23.4,
9/9/2017,193,22.4,
9/10/2017,220,22.2,
9/11/2017,240,22.2,
9/12/2017,260,22,
9/13/2017,210,22,
9/14/2017,209,21.8,
9/15/2017,209,21.6,
9/16/2017,209,21.2,
9/17/2017,229,21,
9/18/2017,240,21,7.8
9/19/2017,209,20.8,
9/20/2017,229,20.8,
9/21/2017,229,20.6,
9/22/2017,281,20.2,
9/23/2017,297,19.2,
9/24/2017,326,19.2,
9/25/2017,391,18.4,
9/26/2017,425,18.4,
9/27/2017,447,18,
9/28/2017,470,17.6,
9/29/2017,480,17.6,
9/30/2017,485,17.2,
10/1/2017,450,17.2,
10/2/2017,410,17,
10/3/2017,350,16.6,
10/4/2017,310,16.4,
10/5/2017,281,16.4,
10/6/2017,281,16.4,
10/7/2017,281,15.8,
10/8/2017,248,15.8,
10/9/2017,248,15.4,
10/10/2017,265,15,
10/11/2017,270,15,
10/12/2017,297,14.6,
10/13/2017,300,14.6,
10/14/2017,297,14.6,
10/15/2017,297,14.4,
10/16/2017,280,14.4,10.9
10/17/2017,270,14.4,
10/18/2017,278,14.6,
10/19/2017,262,14.6,
10/20/2017,262,14.6,
10/21/2017,262,14.6,
10/22/2017,278,14.8,
10/23/2017,262,14.8,
10/24/2017,245,14.4,
10/25/2017,245,14.4,
10/26/2017,278,13.4,
10/27/2017,278,13.2,
10/28/2017,278,12.8,
10/29/2017,293,12.8,
10/30/2017,278,12.2,
10/31/2017,320,12,
11/1/2017,358,11.2,
11/2/2017,462,11.2,
11/3/2017,565,10.6,
11/4/2017,598,10.2,
11/5/2017,620,9.8,
11/6/2017,610,9.8,
11/7/2017,630,9.8,
11/8/2017,670,9.6,
11/9/2017,650,9.4,
11/10/2017,630,9.2,
11/11/2017,620,8.8,
11/12/2017,600,8.6,
11/13/2017,560,8.6,
11/14/2017,520,8.2,
11/15/2017,530,8.2,
11/16/2017,573,8,
11/17/2017,678,8,
11/18/2017,753,8,
11/19/2017,814,7.6,
11/20/2017,808,7.6,
11/21/2017,767,7.2,
11/22/2017,701,7,
11/23/2017,670,6.8,10.7
11/24/2017,654,6.8,
11/25/2017,654,6.8,
11/26/2017,638,6.8,
11/27/2017,606,6.6,
11/28/2017,606,6.2,
11/29/2017,606,6,
11/30/2017,678,6,
12/1/2017,724,5.8,
12/2/2017,753,5.8,
12/3/2017,774,5.8,
12/4/2017,808,4.8,
12/5/2017,841,4.6,
12/6/2017,862,4.6,
12/7/2017,862,4.2,
12/8/2017,862,4.2,
12/9/2017,855,4,
12/10/2017,814,3.8,
12/11/2017,767,3.8,
12/12/2017,774,3.8,
12/13/2017,875,3.8,
12/14/2017,987,3.8,
12/15/2017,1070,3.8,
12/16/2017,1140,3.6,
12/17/2017,1260,3.6,
12/18/2017,1350,3.6,12.1
12/19/2017,1390,3.6,
12/20/2017,1400,3.6,
12/21/2017,1460,3.6,
12/22/2017,1520,3.6,
12/23/2017,1530,3.8,
12/24/2017,1510,3.8,
12/25/2017,1510,3.8,
12/26/2017,1490,3.8,
12/27/2017,1480,3.6,
12/28/2017,1480,3.6,
12/29/2017,1460,3.2,
12/30/2017,1450,2.8,
12/31/2017,1450,2.8,
1/1/2018,1440,2.8,
1/2/2018,1410,2.8,
1/3/2018,1390,2.8,
1/4/2018,1360,2.8,
1/5/2018,1330,3,
1/6/2018,1310,3,
1/7/2018,1280,3.6,
1/8/2018,1250,3.6,
1/9/2018,1240,4,11.9
1/10/2018,1230,4,
1/11/2018,1170,4,
1/12/2018,1170,4,
1/13/2018,1170,4.4,
1/14/2018,1170,4.4,
1/15/2018,1150,4.2,
1/16/2018,1100,4,
1/17/2018,1060,4,
1/18/2018,964,4,
1/19/2018,930,4,
1/20/2018,944,3.6,
1/21/2018,924,3.6,
1/22/2018,889,3.6,
1/23/2018,869,3.4,
1/24/2018,833,3.4,
1/25/2018,790,3.2,
1/26/2018,730,3.2,
1/27/2018,669,3,
1/28/2018,637,2,
1/29/2018,621,2,
1/30/2018,559,2,
1/31/2018,559,2,
2/1/2018,541,2,
2/2/2018,568,2,
2/3/2018,586,2,
2/4/2018,645,2.4,
2/5/2018,699,2.4,13.2
2/6/2018,862,2.4,
2/7/2018,1160,2.4,
2/8/2018,1380,2.4,
2/9/2018,1420,2.4,
2/10/2018,1410,2.6,
2/11/2018,1380,3,
2/12/2018,1350,3,
2/13/2018,1320,3,
2/14/2018,1290,3,
2/15/2018,1240,3,
2/16/2018,1180,3,
2/17/2018,1120,3,
2/18/2018,1080,2.8,
2/19/2018,1030,2.8,
2/20/2018,976,2.8,
2/21/2018,943,2.8,
2/22/2018,903,2.9,
2/23/2018,896,2.9,
2/24/2018,869,2.8,
2/25/2018,827,2.8,
2/26/2018,785,2.4,
2/27/2018,743,2.4,
2/28/2018,715,2,
3/1/2018,684,1.5,
3/2/2018,668,1.5,
3/3/2018,619,1.5,
3/4/2018,594,1.5,
3/5/2018,585,1.5,
3/6/2018,585,1.5,
3/7/2018,568,1.5,
3/8/2018,611,2,
3/9/2018,660,2,
3/10/2018,801,2.2,
3/11/2018,917,3,
3/12/2018,1060,3,12.5
3/13/2018,1210,3.4,
3/14/2018,1330,4.6,
3/15/2018,1390,5.2,
3/16/2018,1540,5.2,
3/17/2018,1670,5.2,
3/18/2018,1730,5.8,
3/19/2018,1800,5.8,
3/20/2018,1870,5.8,
3/21/2018,1930,5.8,
3/22/2018,1980,5.4,
3/23/2018,2050,5.2,
3/24/2018,2060,5,
3/25/2018,2050,5,
3/26/2018,2040,5,
3/27/2018,2010,5,
3/28/2018,2010,4.4,
3/29/2018,1970,4.4,
3/30/2018,1960,4.8,
3/31/2018,1920,5,
4/1/2018,1900,6.2,
4/2/2018,1900,6.2,
4/3/2018,1810,6.6,
4/4/2018,1750,7.4,
